DateTime,Light_lux,Temp_C,Chlorophyll_RFU,Depth_m,fDOM_RFU,ODO_mg_L,SpCond_uS_cm,TAL_PC_RFU,pH,Turbidity_FNU
3/28/2023 15:25,6305.28,16.638,0.64,0.447,7.8,10.47,117.7,0.49,7.6,7.57
3/28/2023 15:30,5201.92,16.627,0.79,0.447,7.51,10.19,117.1,0.57,7.52,13.62
3/28/2023 15:35,2334.08,16.617,0.99,0.448,7.15,9.51,116.4,0.63,7.34,20.49
3/28/2023 15:40,2113.92,16.546,0.87,0.447,7.43,10.06,117,0.56,7.49,14.28
3/28/2023 15:45,5214.72,16.511,0.74,0.447,7.6,10.16,117.5,0.56,7.48,12.56
3/28/2023 15:50,4471.04,16.494,0.77,0.446,7.48,9.85,117.1,0.57,7.4,14.56
3/28/2023 15:55,1747.2,16.457,1.13,0.447,6.71,10.01,117.1,0.76,7.46,36.05
3/28/2023 16:00,7027.2,16.493,1.07,0.446,7.03,10,117.3,0.68,7.45,25.93
3/28/2023 16:05,5568,16.449,1.06,0.448,6.98,10.19,117.5,0.67,7.51,28.36
3/28/2023 16:10,8125.44,16.428,1.01,0.447,7.04,10.04,117.2,0.63,7.47,19.85
3/28/2023 16:15,6638.08,16.339,0.82,0.446,7.44,9.97,117.5,0.55,7.45,13.3
3/28/2023 16:20,2230.4,16.313,0.95,0.447,6.98,9.72,116.9,0.66,7.38,23.76
3/28/2023 16:25,1594.24,16.286,0.92,0.448,7.32,9.91,117.4,0.6,7.44,16.93
3/28/2023 16:30,4206.08,16.297,0.8,0.448,7.24,10.02,117.4,0.59,7.47,16.57
3/28/2023 16:35,4195.84,16.205,0.76,0.446,7.43,9.97,117.7,0.57,7.46,14.06
3/28/2023 16:40,2667.52,16.137,0.96,0.447,7.14,9.92,117.7,0.65,7.45,21.72
3/28/2023 16:45,4665.6,16.131,0.82,0.447,7.47,9.98,118.4,0.61,7.47,16.23
3/28/2023 16:50,7088.64,16.105,0.69,0.447,7.65,10.18,118.3,0.51,7.54,8.55
3/28/2023 16:55,6919.68,16.092,0.6,0.448,7.76,10.14,118.6,0.48,7.55,8.03
3/28/2023 17:00,6069.76,16.012,0.73,0.449,7.47,10.13,118.5,0.56,7.55,14.34
3/28/2023 17:05,3975.68,15.997,0.85,0.449,7.28,10.17,118.1,0.6,7.55,16.63
3/28/2023 17:10,4286.72,16,0.7,0.449,7.53,10.26,118.7,0.57,7.58,13.32
3/28/2023 17:15,5286.4,15.955,0.67,0.449,7.68,10.21,118.7,0.53,7.59,9.72
3/28/2023 17:20,3417.6,15.939,0.66,0.449,7.77,10.26,118.8,0.52,7.59,10.16
3/28/2023 17:25,4830.72,15.894,0.64,0.452,7.71,10.3,118.8,0.53,7.59,9.14
3/28/2023 17:30,2418.56,15.893,0.63,0.453,7.82,10.22,118.9,0.54,7.58,7.52
3/28/2023 17:35,1557.76,15.85,0.56,0.452,7.89,10.45,118.9,0.5,7.64,5.84
3/28/2023 17:40,1521.28,15.726,0.59,0.454,7.91,10.24,118.9,0.53,7.61,5.2
3/28/2023 17:45,1521.28,15.681,0.65,0.455,7.91,10.31,118.7,0.51,7.64,5.34
3/28/2023 17:50,1437.44,15.659,0.52,0.456,7.96,10.39,118.8,0.5,7.66,4.56
3/28/2023 17:55,1406.08,15.652,0.6,0.456,7.91,10.42,119,0.49,7.66,5.7
3/28/2023 18:00,1303.68,15.578,0.54,0.458,7.93,10.34,118.9,0.51,7.64,5.87
3/28/2023 18:05,1298.24,15.543,0.63,0.458,7.91,10.37,119,0.55,7.66,6.08
3/28/2023 18:10,1158.08,15.63,0.53,0.459,7.97,10.41,119,0.51,7.67,5.12
3/28/2023 18:15,1096,15.583,0.57,0.459,8.03,10.48,119.1,0.53,7.69,4.49
3/28/2023 18:20,1063.68,15.553,0.52,0.459,8.02,10.53,118.7,0.51,7.72,3.72
3/28/2023 18:25,985.92,15.529,0.53,0.461,8.04,10.55,119.2,0.48,7.72,3.75
3/28/2023 18:30,928.32,15.462,0.58,0.461,8.03,10.43,119.1,0.51,7.71,4.13
3/28/2023 18:35,825.6,15.459,0.5,0.459,8.06,10.46,119.1,0.5,7.72,3.48
3/28/2023 18:40,701.12,15.44,0.49,0.46,8.06,10.53,119.1,0.49,7.72,3.74
3/28/2023 18:45,581.12,15.577,0.49,0.461,8.11,10.56,119.3,0.51,7.75,3.47
3/28/2023 18:50,507.04,15.392,0.49,0.462,8.09,10.52,119.4,0.51,7.73,3.6
3/28/2023 18:55,387.84,15.409,0.5,0.462,8.11,10.53,119.5,0.49,7.73,3.43
3/28/2023 19:00,263.28,15.411,0.53,0.463,8.09,10.58,119.1,0.52,7.74,3.99
3/28/2023 19:05,167.44,15.488,0.48,0.463,8.13,10.6,119.3,0.48,7.77,3
3/28/2023 19:10,92.6,15.364,0.47,0.463,8.13,10.58,119.3,0.5,7.77,2.95
3/28/2023 19:15,43.42,15.407,0.46,0.463,8.16,10.6,119.3,0.48,7.77,3.2
3/28/2023 19:20,15.62,15.454,0.57,0.465,7.91,10.64,119.3,0.53,7.78,8.19
3/28/2023 19:25,5.05,15.338,0.51,0.465,8.13,10.67,119.4,0.51,7.77,3.7
3/28/2023 19:30,1.21,15.43,0.51,0.466,8.15,10.6,119.4,0.51,7.78,3.48
3/28/2023 19:35,0,15.391,0.51,0.466,8.16,10.65,119.2,0.52,7.79,3.1
3/28/2023 19:40,0,15.398,0.58,0.466,7.96,10.54,119.5,0.54,7.78,6.19
3/28/2023 19:45,0,15.188,0.49,0.467,8.16,10.65,119.4,0.5,7.77,3.11
3/28/2023 19:50,0,15.33,0.55,0.467,8.16,10.61,119.5,0.53,7.78,3.02
3/28/2023 19:55,0,15.293,0.52,0.466,8.19,10.74,119.5,0.53,7.81,3.05
3/28/2023 20:00,0,15.51,0.5,0.466,8.2,10.73,119.4,0.49,7.84,2.81
3/28/2023 20:05,0,15.437,0.54,0.466,8.19,10.76,119.3,0.5,7.85,2.76
3/28/2023 20:10,0,15.358,0.53,0.466,8.2,10.75,119.5,0.5,7.84,2.76
3/28/2023 20:15,0,15.465,0.56,0.466,8.19,10.8,119.5,0.53,7.87,2.93
3/28/2023 20:20,0,15.539,0.67,0.466,8.22,10.84,119.5,0.54,7.88,2.81
3/28/2023 20:25,0,15.514,0.51,0.467,8.21,10.84,119.4,0.5,7.89,2.99
3/28/2023 20:30,0,15.547,0.47,0.468,8.23,10.87,119.5,0.48,7.9,2.86
3/28/2023 20:35,0,15.538,0.49,0.469,8.22,10.87,119.4,0.5,7.9,2.95
3/28/2023 20:40,0,15.467,0.52,0.469,8.22,10.89,119.2,0.5,7.9,2.82
3/28/2023 20:45,0,15.491,0.49,0.469,8.22,10.85,119.3,0.5,7.89,2.74
3/28/2023 20:50,0,15.465,0.52,0.47,8.25,10.87,119.5,0.49,7.9,2.7
3/28/2023 20:55,0,15.377,0.58,0.471,8.26,10.86,119.5,0.53,7.89,2.75
3/28/2023 21:00,0,15.407,0.59,0.472,8.26,10.87,119.6,0.49,7.89,3.01
3/28/2023 21:05,0,15.401,0.55,0.473,8.24,10.84,119.5,0.49,7.89,2.69
3/28/2023 21:10,0,15.324,0.54,0.471,8.25,10.85,119.4,0.51,7.88,2.86
3/28/2023 21:15,0,15.266,0.5,0.472,8.27,10.84,119.5,0.51,7.88,2.76
3/28/2023 21:20,0,15.334,0.51,0.471,8.25,10.84,119.6,0.53,7.89,2.86
3/28/2023 21:25,0,15.262,0.48,0.471,8.25,10.84,119.5,0.51,7.88,2.7
3/28/2023 21:30,0,15.354,0.48,0.472,8.24,10.85,119.7,0.51,7.88,2.87
3/28/2023 21:35,0,15.356,0.53,0.472,8.25,10.83,119.5,0.51,7.88,2.73
3/28/2023 21:40,0,15.276,0.53,0.472,8.25,10.82,119.5,0.5,7.88,2.87
3/28/2023 21:45,0,15.301,0.51,0.474,8.24,10.79,119.6,0.49,7.87,2.81
3/28/2023 21:50,0,15.27,0.54,0.473,8.26,10.8,119.5,0.48,7.87,3.74
3/28/2023 21:55,0,15.254,0.51,0.473,8.27,10.79,119.4,0.51,7.87,2.82
3/28/2023 22:00,0,15.24,0.49,0.474,8.25,10.79,119.6,0.49,7.87,2.92
3/28/2023 22:05,0,15.266,0.53,0.474,8.26,10.79,119.6,0.54,7.87,2.79
3/28/2023 22:10,0,15.243,0.5,0.475,8.24,10.77,119.5,0.53,7.86,2.73
3/28/2023 22:15,0,15.148,0.46,0.474,8.24,10.78,119.5,0.52,7.85,3.03
3/28/2023 22:20,0,15.252,0.54,0.474,8.24,10.74,119.8,0.51,7.84,2.7
3/28/2023 22:25,0,15.214,0.56,0.474,8.25,10.74,119.8,0.52,7.84,2.92
3/28/2023 22:30,0,15.133,0.48,0.473,8.26,10.75,119.9,0.51,7.84,2.74
3/28/2023 22:35,0,15.164,0.49,0.473,8.24,10.73,119.7,0.51,7.83,2.69
3/28/2023 22:40,0,15.133,0.49,0.473,8.26,10.75,120.1,0.52,7.83,2.72
3/28/2023 22:45,0,15.089,0.5,0.472,8.24,10.73,120,0.53,7.83,2.74
3/28/2023 22:50,0,15.131,0.55,0.472,8.25,10.71,120.1,0.51,7.82,2.66
3/28/2023 22:55,0,15.045,0.54,0.472,8.26,10.71,119.8,0.52,7.82,2.68
3/28/2023 23:00,0,15.087,0.48,0.473,8.24,10.68,120,0.53,7.81,2.71
3/28/2023 23:05,0,15.046,0.52,0.473,8.25,10.65,120.1,0.53,7.81,2.56
3/28/2023 23:10,0,14.987,0.5,0.473,8.27,10.65,119.8,0.52,7.8,2.6
3/28/2023 23:15,0,15.01,0.51,0.473,8.24,10.62,120.2,0.54,7.79,2.49
3/28/2023 23:20,0,14.986,0.48,0.473,8.24,10.64,120.2,0.49,7.79,2.69
3/28/2023 23:25,0,14.986,0.45,0.474,8.24,10.64,120.1,0.49,7.79,2.56
3/28/2023 23:30,0,14.901,0.53,0.474,8.25,10.66,120.1,0.52,7.79,2.49
3/28/2023 23:35,0,14.964,0.57,0.474,8.22,10.63,120.3,0.56,7.78,2.94
3/28/2023 23:40,0,14.906,0.51,0.474,8.24,10.63,120.5,0.54,7.78,2.58
3/28/2023 23:45,0,14.881,0.5,0.474,8.23,10.64,120.3,0.52,7.78,2.51
3/28/2023 23:50,0,14.884,0.67,0.474,8.23,10.63,120.4,0.56,7.78,2.97
3/28/2023 23:55,0,14.851,0.51,0.474,8.22,10.63,120.3,0.54,7.78,2.56
3/29/2023 0:00,0,14.81,0.54,0.474,8.25,10.6,120.1,0.53,7.77,3.11
3/29/2023 0:05,0,14.828,0.51,0.474,8.23,10.6,120.5,0.52,7.76,2.57
3/29/2023 0:10,0,14.742,0.47,0.474,8.24,10.64,120.7,0.53,7.77,2.66
3/29/2023 0:15,0,14.761,0.46,0.474,8.22,10.6,120.6,0.53,7.76,2.63
3/29/2023 0:20,0,14.735,0.51,0.475,8.23,10.6,120.8,0.54,7.76,2.47
3/29/2023 0:25,0,14.756,0.48,0.476,8.23,10.56,120.7,0.55,7.74,2.64
3/29/2023 0:30,0,14.647,0.52,0.477,8.23,10.54,120.8,0.56,7.74,2.62
3/29/2023 0:35,0,14.708,0.54,0.477,8.24,10.52,120.9,0.56,7.73,2.69
3/29/2023 0:40,0,14.708,0.46,0.478,8.22,10.52,120.9,0.54,7.73,2.48
3/29/2023 0:45,0,14.698,0.54,0.478,8.23,10.5,121,0.56,7.72,2.51
3/29/2023 0:50,0,14.635,0.49,0.479,8.24,10.51,120.6,0.55,7.72,2.78
3/29/2023 0:55,0,14.638,0.51,0.481,8.22,10.5,121.1,0.55,7.72,2.75
3/29/2023 1:00,0,14.58,0.52,0.479,8.22,10.49,120.9,0.54,7.72,2.51
3/29/2023 1:05,0,14.604,0.51,0.479,8.21,10.49,121,0.55,7.71,2.74
3/29/2023 1:10,0,14.498,0.57,0.478,8.23,10.47,120.9,0.6,7.71,3.31
3/29/2023 1:15,0,14.481,0.52,0.479,8.24,10.53,120.7,0.56,7.73,2.88
3/29/2023 1:20,0,14.509,0.55,0.478,8.25,10.57,120.8,0.55,7.74,2.98
3/29/2023 1:25,0,14.522,0.48,0.477,8.22,10.55,120.7,0.55,7.74,2.6
3/29/2023 1:30,0,14.485,0.56,0.476,8.23,10.55,120.8,0.57,7.74,2.88
3/29/2023 1:35,0,14.477,0.55,0.476,8.24,10.54,120.7,0.58,7.73,2.9
3/29/2023 1:40,0,14.505,0.54,0.476,8.24,10.52,120.7,0.56,7.73,2.72
3/29/2023 1:45,0,14.465,0.52,0.476,8.24,10.5,120.8,0.53,7.72,2.84
3/29/2023 1:50,0,14.442,0.49,0.475,8.26,10.49,120.9,0.54,7.71,2.82
3/29/2023 1:55,0,14.443,0.55,0.475,8.25,10.48,120.9,0.58,7.71,2.86
3/29/2023 2:00,0,14.403,0.48,0.475,8.26,10.48,120.8,0.57,7.71,2.79
3/29/2023 2:05,0,14.304,0.48,0.475,8.24,10.5,120.9,0.55,7.71,2.7
3/29/2023 2:10,0,14.341,0.52,0.475,8.24,10.44,121,0.59,7.7,3.39
3/29/2023 2:15,0,14.334,0.53,0.475,8.27,10.44,120.9,0.55,7.69,2.79
3/29/2023 2:20,0,14.265,0.52,0.475,8.29,10.44,120.6,0.55,7.7,2.6
3/29/2023 2:25,0,14.298,0.5,0.474,8.27,10.47,120.9,0.58,7.71,2.53
3/29/2023 2:30,0,14.325,0.53,0.474,8.31,10.47,120.4,0.58,7.72,2.45
3/29/2023 2:35,0,14.284,0.49,0.473,8.32,10.49,120.3,0.59,7.72,2.75
3/29/2023 2:40,0,14.245,0.58,0.473,8.32,10.51,120.3,0.58,7.73,2.57
3/29/2023 2:45,0,14.182,0.5,0.472,8.33,10.52,120.2,0.57,7.73,3.1
3/29/2023 2:50,0,14.266,0.48,0.472,8.31,10.51,120.4,0.56,7.73,2.7
3/29/2023 2:55,0,14.23,0.52,0.472,8.32,10.47,120.4,0.54,7.72,2.64
3/29/2023 3:00,0,14.151,0.53,0.471,8.33,10.48,120.2,0.58,7.72,2.66
3/29/2023 3:05,0,14.181,0.54,0.472,8.34,10.45,120.2,0.58,7.71,2.44
3/29/2023 3:10,0,14.184,0.52,0.472,8.32,10.45,120.4,0.55,7.71,2.52
3/29/2023 3:15,0,14.157,0.58,0.473,8.33,10.45,120.4,0.57,7.7,2.59
3/29/2023 3:20,0,14.126,0.53,0.474,8.34,10.44,120.6,0.56,7.7,2.54
3/29/2023 3:25,0,14.069,0.54,0.474,8.36,10.44,120.3,0.58,7.7,2.84
3/29/2023 3:30,0,14.104,0.51,0.475,8.33,10.4,120.4,0.59,7.7,2.64
3/29/2023 3:35,0,14.046,0.49,0.475,8.34,10.42,120.2,0.59,7.69,2.53
3/29/2023 3:40,0,14.07,0.52,0.475,8.35,10.4,120.4,0.58,7.69,2.46
3/29/2023 3:45,0,14.016,0.5,0.476,8.37,10.4,120.2,0.61,7.69,2.57
3/29/2023 3:50,0,14.042,0.61,0.476,8.35,10.38,120.4,0.62,7.68,2.61
3/29/2023 3:55,0,13.989,0.47,0.476,8.36,10.37,120.5,0.58,7.68,2.8
3/29/2023 4:00,0,14.059,0.49,0.477,8.37,10.32,120.1,0.57,7.67,2.57
3/29/2023 4:05,0,14.035,0.58,0.477,8.36,10.3,120.2,0.62,7.67,2.66
3/29/2023 4:10,0,14.017,0.55,0.478,8.37,10.29,120.2,0.58,7.66,2.43
3/29/2023 4:15,0,13.972,0.55,0.478,8.38,10.29,120.1,0.58,7.66,2.47
3/29/2023 4:20,0,13.928,0.63,0.478,8.38,10.3,120,0.62,7.67,2.56
3/29/2023 4:25,0,13.874,0.49,0.478,8.39,10.31,120.1,0.59,7.66,2.47
3/29/2023 4:30,0,13.925,0.49,0.478,8.38,10.28,120.3,0.6,7.66,2.64
3/29/2023 4:35,0,13.842,0.58,0.478,8.38,10.29,120.2,0.6,7.66,2.73
3/29/2023 4:40,0,13.824,0.52,0.478,8.39,10.29,120.1,0.61,7.66,2.56
3/29/2023 4:45,0,13.81,0.49,0.479,8.4,10.3,120.1,0.58,7.66,2.61
3/29/2023 4:50,0,13.854,0.5,0.479,8.4,10.29,120.1,0.62,7.66,2.55
3/29/2023 4:55,0,13.788,0.49,0.478,8.41,10.28,120,0.62,7.66,2.54
3/29/2023 5:00,0,13.789,0.51,0.478,8.4,10.27,120.3,0.59,7.65,2.55
3/29/2023 5:05,0,13.791,0.51,0.478,8.4,10.27,120.2,0.61,7.65,2.57
3/29/2023 5:10,0,13.717,0.74,0.477,8.41,10.27,120.1,0.64,7.65,2.65
3/29/2023 5:15,0,13.712,0.52,0.477,8.41,10.25,120.2,0.62,7.65,2.58
3/29/2023 5:20,0,13.672,0.47,0.478,8.4,10.24,120.3,0.63,7.64,2.51
3/29/2023 5:25,0,13.647,0.65,0.478,8.42,10.22,120.1,0.62,7.64,2.39
3/29/2023 5:30,0,13.591,0.49,0.477,8.41,10.2,120.2,0.61,7.63,2.57
3/29/2023 5:35,0,13.595,0.5,0.478,8.4,10.18,120.3,0.63,7.62,2.69
3/29/2023 5:40,0,13.545,0.51,0.478,8.43,10.16,120.2,0.63,7.62,2.79
3/29/2023 5:45,0,13.452,0.51,0.479,8.41,10.13,120.4,0.64,7.6,2.64
3/29/2023 5:50,0,13.424,0.52,0.478,8.41,10.15,120.6,0.63,7.6,2.71
3/29/2023 5:55,0,13.511,0.51,0.478,8.38,10.19,120.7,0.62,7.62,2.57
3/29/2023 6:00,0,13.453,0.56,0.478,8.4,10.21,120.6,0.63,7.62,2.72
3/29/2023 6:05,0,13.385,0.5,0.478,8.43,10.24,120.4,0.63,7.63,3.56
3/29/2023 6:10,0,13.474,0.58,0.479,8.41,10.22,120.5,0.65,7.63,2.39
3/29/2023 6:15,0.2,13.53,0.48,0.479,8.42,10.21,120.5,0.64,7.63,2.62
3/29/2023 6:20,2.22,13.492,0.75,0.479,8.42,10.15,120.5,0.63,7.62,2.58
3/29/2023 6:25,8.51,13.503,0.58,0.48,8.43,10.14,120.5,0.69,7.6,2.53
3/29/2023 6:30,26.34,13.532,0.51,0.479,8.42,10.13,120.6,0.63,7.61,2.69
3/29/2023 6:35,63.38,13.4,0.55,0.478,8.41,10.03,120.6,0.64,7.59,3.31
3/29/2023 6:40,127.6,13.346,0.57,0.478,8.43,10.06,120.5,0.65,7.59,2.55
3/29/2023 6:45,220.16,13.355,0.55,0.479,8.42,10.02,120.6,0.62,7.58,2.85
3/29/2023 6:50,338.08,13.416,0.6,0.478,8.42,10.01,120.6,0.67,7.58,3.5
3/29/2023 6:55,466.72,13.375,0.64,0.478,8.32,9.96,120.9,0.68,7.56,4.8
3/29/2023 7:00,589.28,13.382,0.5,0.478,8.38,9.99,120.8,0.62,7.56,4.31
3/29/2023 7:05,714.24,13.345,0.56,0.479,8.4,9.99,121,0.63,7.56,2.84
3/29/2023 7:10,833.92,13.327,0.58,0.48,8.4,9.92,121,0.61,7.55,2.71
3/29/2023 7:15,944,13.273,0.48,0.479,8.39,9.92,121.2,0.59,7.54,2.55
3/29/2023 7:20,1047.36,13.322,0.5,0.48,8.38,9.91,121.1,0.62,7.54,2.7
3/29/2023 7:25,1142.08,13.278,0.58,0.48,8.39,9.84,121.4,0.65,7.53,2.71
3/29/2023 7:30,1224.64,13.276,0.5,0.482,8.38,9.84,121.3,0.65,7.52,2.86
3/29/2023 7:35,1303.68,13.272,0.55,0.483,8.39,9.83,121.3,0.64,7.52,3.27
3/29/2023 7:40,1380.48,13.252,0.51,0.484,8.38,9.82,121.5,0.65,7.52,2.74
3/29/2023 7:45,1448.96,13.297,0.56,0.484,8.36,9.85,121.4,0.63,7.52,2.62
3/29/2023 7:50,1512.96,13.255,0.61,0.486,8.36,9.84,121.4,0.65,7.52,2.72
3/29/2023 7:55,1576.96,13.223,0.64,0.487,8.36,9.83,121.5,0.61,7.52,2.81
3/29/2023 8:00,1633.92,13.172,0.54,0.487,8.36,9.83,121.4,0.64,7.52,2.58
3/29/2023 8:05,1703.04,13.147,0.51,0.488,8.34,9.83,121.7,0.62,7.51,2.5
3/29/2023 8:10,1774.72,13.164,0.48,0.488,8.37,9.83,121.6,0.63,7.51,2.53
3/29/2023 8:15,1845.76,13.209,0.53,0.487,8.35,9.84,121.5,0.67,7.51,2.6
3/29/2023 8:20,1928.32,13.137,0.56,0.487,8.35,9.83,121.6,0.64,7.51,2.88
3/29/2023 8:25,2015.36,13.118,0.52,0.487,8.35,9.84,121.6,0.65,7.51,2.49
3/29/2023 8:30,2078.72,13.099,0.58,0.486,8.34,9.8,121.6,0.68,7.51,2.61
3/29/2023 8:35,4011.52,13.097,0.49,0.486,8.34,9.82,121.6,0.66,7.51,2.78
3/29/2023 8:40,10009.6,13.145,0.51,0.486,8.33,9.82,121.6,0.67,7.51,2.5
3/29/2023 8:45,12436.48,13.147,0.58,0.486,8.33,9.83,121.5,0.69,7.52,2.46
3/29/2023 8:50,14131.2,13.17,0.55,0.487,8.31,9.83,121.6,0.66,7.51,2.56
3/29/2023 8:55,14868.48,13.224,0.51,0.487,8.29,9.83,121.6,0.63,7.51,2.41
3/29/2023 9:00,15426.56,13.252,0.53,0.487,8.29,9.82,121.6,0.66,7.51,2.62
3/29/2023 9:05,15953.92,13.314,0.47,0.487,8.28,9.83,121.6,0.63,7.52,2.52
3/29/2023 9:10,16706.56,13.381,0.46,0.487,8.29,9.93,121.2,0.63,7.54,2.46
3/29/2023 9:15,17336.32,13.414,0.47,0.487,8.28,9.91,121.1,0.63,7.55,2.9
3/29/2023 9:20,18001.92,13.505,1.9,0.486,8.24,9.98,120.9,1.14,7.57,2.36
3/29/2023 9:25,18406.4,13.577,0.44,0.486,8.3,10.06,120.8,0.64,7.59,2.43
3/29/2023 9:30,18959.36,13.708,0.52,0.485,8.28,10.11,120.7,0.63,7.6,2.49
3/29/2023 9:35,19179.52,13.782,0.38,0.485,8.28,10.14,120.6,0.61,7.61,2.52
3/29/2023 9:40,20039.68,13.8,0.47,0.484,8.26,10.08,120.8,0.64,7.61,2.36
3/29/2023 9:45,20510.72,13.851,0.4,0.483,8.23,10.03,121.2,0.61,7.58,2.49
3/29/2023 9:50,20823.04,13.867,0.44,0.483,8.25,10.04,121.3,0.56,7.58,2.36
3/29/2023 9:55,21391.36,13.949,0.42,0.481,8.22,10.06,121.5,0.62,7.57,2.64
3/29/2023 10:00,20464.64,14.242,0.36,0.481,8.21,10.16,121.3,0.62,7.59,2.46
3/29/2023 10:05,22077.44,14.198,0.36,0.479,8.19,10.19,121.4,0.57,7.59,2.96
3/29/2023 10:10,18800.64,14.227,0.37,0.479,8.16,10.26,121.1,0.62,7.61,2.31
3/29/2023 10:15,23234.56,14.272,0.39,0.478,8.16,10.29,121.1,0.61,7.63,2.39
3/29/2023 10:20,22487.04,14.287,0.33,0.479,8.08,10.35,121.1,0.57,7.64,2.95
3/29/2023 10:25,21913.6,14.231,0.3,0.48,8.15,10.36,121.1,0.55,7.66,2.25
3/29/2023 10:30,29696,14.228,0.3,0.478,8.12,10.3,120.9,0.54,7.66,2.5
3/29/2023 10:35,27832.32,14.322,0.36,0.48,8.09,10.28,121.2,0.56,7.65,2.35
3/29/2023 10:40,24494.08,14.435,0.36,0.481,8.07,10.28,121.4,0.57,7.64,2.12
3/29/2023 10:45,23306.24,14.518,0.33,0.48,8.05,10.27,121.5,0.51,7.63,2.01
3/29/2023 10:50,24033.28,14.556,0.34,0.479,8.04,10.31,121.5,0.55,7.64,2.18
3/29/2023 10:55,25477.12,14.709,0.38,0.479,7.92,10.31,121.6,0.5,7.64,2.79
3/29/2023 11:00,26255.36,14.798,0.31,0.478,8.01,10.33,121.5,0.54,7.64,2.19
3/29/2023 11:05,25528.32,14.786,0.29,0.477,7.99,10.33,121.4,0.55,7.65,2.24
3/29/2023 11:10,25374.72,14.771,0.31,0.476,7.99,10.42,121.4,0.52,7.67,2.11
3/29/2023 11:15,28282.88,14.801,0.29,0.477,7.98,10.3,121.3,0.51,7.65,2.18
3/29/2023 11:20,28815.36,14.876,0.36,0.476,7.94,10.31,121.4,0.53,7.65,2.2
3/29/2023 11:25,20915.2,15.061,0.3,0.476,7.89,10.49,121.6,0.47,7.67,2.08
3/29/2023 11:30,20945.92,15.181,0.28,0.476,7.91,10.37,121.3,0.48,7.65,1.91
3/29/2023 11:35,25016.32,15.251,0.32,0.476,7.89,10.37,121.3,0.45,7.65,2.08
3/29/2023 11:40,26501.12,15.314,0.31,0.474,7.87,10.47,121.4,0.46,7.67,2.09
3/29/2023 11:45,25190.4,15.382,0.29,0.473,7.87,10.48,121.3,0.46,7.68,2.14
3/29/2023 11:50,25047.04,15.432,0.29,0.472,7.82,10.48,121.6,0.47,7.68,1.94
3/29/2023 11:55,24821.76,15.316,0.3,0.472,7.84,10.43,121.5,0.47,7.68,1.96
3/29/2023 12:00,24698.88,15.365,0.28,0.471,7.8,10.45,121.6,0.49,7.68,2.03
3/29/2023 12:05,24975.36,15.41,0.31,0.471,7.78,10.44,121.6,0.5,7.69,1.84
3/29/2023 12:10,25815.04,15.408,0.33,0.471,7.77,10.4,121.4,0.51,7.68,1.89
3/29/2023 12:15,22743.04,15.478,0.32,0.471,7.75,10.41,121.4,0.53,7.69,2.06
3/29/2023 12:20,23582.72,15.724,0.34,0.469,7.76,10.61,122,0.48,7.72,1.86
3/29/2023 12:25,25610.24,15.853,0.3,0.469,7.75,10.54,121.4,0.43,7.71,2.2
3/29/2023 12:30,23644.16,15.917,0.28,0.467,7.75,10.44,121.2,0.43,7.69,2.05
3/29/2023 12:35,24094.72,15.824,0.29,0.467,7.73,10.46,121.5,0.45,7.69,1.76
3/29/2023 12:40,23685.12,15.785,0.32,0.466,7.69,10.58,121.9,0.46,7.71,2.03
3/29/2023 12:45,20295.68,15.953,0.35,0.467,7.74,10.66,121.9,0.45,7.73,1.95
3/29/2023 12:50,21678.08,16.059,0.39,0.469,7.73,10.71,121.8,0.42,7.75,1.93
3/29/2023 12:55,15902.72,16.267,0.38,0.468,7.76,10.87,121.7,0.46,7.79,2.05
3/29/2023 13:00,21186.56,16.624,0.43,0.47,7.76,10.56,121.9,0.46,7.7,1.88
3/29/2023 13:05,16296.96,16.712,0.44,0.468,7.66,10.48,121.6,0.4,7.69,1.8
3/29/2023 13:10,17269.76,16.74,0.34,0.466,7.59,10.51,121.4,0.43,7.69,1.81
3/29/2023 13:15,13050.88,16.644,0.31,0.466,7.63,10.64,121.7,0.39,7.73,2.26
3/29/2023 13:20,8896,16.628,0.32,0.465,7.58,10.48,121.2,0.43,7.71,1.89
3/29/2023 13:25,16880.64,16.738,0.33,0.464,7.52,10.47,121.4,0.42,7.7,1.87
3/29/2023 13:30,11709.44,16.572,0.32,0.463,7.57,10.52,121.2,0.41,7.72,1.88
3/29/2023 13:35,11975.68,16.584,0.34,0.462,7.56,10.49,121.2,0.4,7.71,1.88
3/29/2023 13:40,12190.72,16.591,0.37,0.46,7.58,10.61,121.4,0.45,7.73,1.96
3/29/2023 13:45,18145.28,16.67,0.36,0.459,7.61,10.76,121.5,0.42,7.78,1.98
3/29/2023 13:50,6346.24,16.428,0.31,0.458,7.43,10.52,123.1,0.39,7.72,1.77
3/29/2023 13:55,11944.96,16.448,0.34,0.458,7.39,10.4,123.2,0.41,7.68,1.7
3/29/2023 14:00,21534.72,16.485,0.33,0.457,7.42,10.55,123.5,0.4,7.7,1.67
3/29/2023 14:05,18734.08,16.775,0.29,0.457,7.47,10.54,122.5,0.46,7.71,1.7
3/29/2023 14:10,13573.12,16.902,0.35,0.456,7.47,10.52,122.2,0.41,7.7,1.91
3/29/2023 14:15,12001.28,16.975,0.37,0.457,7.61,10.5,122.5,0.41,7.7,1.57
3/29/2023 14:20,12682.24,17.028,0.5,0.456,7.75,10.37,123.1,0.45,7.59,1.81
